year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2017,8,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",266,24,14.64,2.38,1.85,0,5.13,0,0,842,515,58,48,0,221
2017,8,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",514,81,40.33,2.17,18.78,0,19.72,1,0,4572,2117,480,573,0,1402
2017,8,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",774,69,28.38,3.64,15.64,0,21.34,1,0,4022,2296,94,490,0,1142
2017,8,DL,Delta Air Lines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",31,5,1.19,0,1,0,2.81,0,0,258,137,0,18,0,103
2017,8,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",646,116,31.72,3.5,63.84,0,16.94,0,3,8622,2437,377,4979,0,829
2017,8,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",603,71,28.88,2.43,24.91,0,14.78,0,1,3501,1812,107,957,0,625
2017,8,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",354,51,20.77,1.61,13.73,0,14.9,0,0,2254,978,89,420,0,767
2017,8,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",227,30,16.63,1.42,5.71,0,6.24,0,0,1333,850,60,134,0,289
2017,8,DL,Delta Air Lines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",31,3,2.08,0,0,0,0.92,0,0,128,92,0,0,0,36
2017,8,DL,Delta Air Lines Inc.,PVD,"Providence, RI: Theodore Francis Green State",179,20,6.3,0,9.19,0,4.51,1,1,1313,482,0,614,0,217
2017,8,DL,Delta Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",93,7,2,0,5,0,0,0,0,858,535,0,323,0,0
2017,8,DL,Delta Air Lines Inc.,RAP,"Rapid City, SD: Rapid City Regional",34,2,1.13,0,0,0,0.87,0,0,175,101,0,0,0,74
2017,8,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",563,57,30.89,1.92,6.76,0,17.44,0,0,2926,1684,69,255,0,918
2017,8,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",255,30,17.65,3.45,3.75,0,5.15,0,1,1190,775,144,103,0,168
2017,8,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",60,8,4.27,1,0,0,2.73,0,0,445,249,15,0,0,181
2017,8,DL,Delta Air Lines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",34,6,2.61,0,1.22,0,2.17,0,0,260,151,0,35,0,74
2017,8,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",129,9,5.85,0,2.5,0,0.65,0,0,346,236,0,95,0,15
2017,8,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",381,43,23.35,1.23,7.88,0,10.54,0,1,1896,879,37,191,0,789
2017,8,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",709,107,37.82,2.53,39.17,0.52,26.97,1,0,5392,2823,77,1178,53,1261
2017,8,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",334,47,21.63,2.12,10.03,0,13.22,0,0,2581,1059,62,449,0,1011
2017,8,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",319,46,20.16,2.18,12.05,0,11.61,0,0,2077,897,94,370,0,716
2017,8,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",236,25,11.81,0.46,6.96,0,5.76,0,0,1029,569,21,190,0,249
2017,8,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2501,345,81.22,10.66,160,1,92.11,1,1,15282,5002,376,5352,29,4523
2017,8,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1299,394,63.74,2.5,275.84,1,50.92,1,0,22846,4128,93,15341,30,3254
2017,8,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",417,35,20.01,1.48,7.87,0,5.64,0,0,1676,1222,51,191,0,212
2017,8,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",231,31,13.1,1.12,12.83,1,2.95,0,1,1190,616,29,302,123,120
2017,8,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4068,360,112.59,11.2,95.84,0.89,139.48,2,2,23322,9775,592,3307,73,9575
2017,8,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",251,22,8.56,0,8.65,0,4.78,0,3,855,429,0,264,0,162
2017,8,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",332,41,19.32,1.7,9.99,0,9.98,0,0,1507,881,32,242,0,352
2017,8,DL,Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",179,29,15.61,1.95,5.85,0,5.59,0,1,1072,715,76,123,0,158
2017,8,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",456,44,21.68,3.71,9.65,0,8.96,0,1,2189,1112,259,289,0,529
2017,8,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",95,6,2.88,0,2.35,0,0.77,0,0,280,181,0,79,0,20
2017,8,DL,Delta Air Lines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",6,1,1,0,0,0,0,0,0,15,15,0,0,0,0
2017,8,DL,Delta Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",128,12,4.3,0.5,4.44,0,2.75,0,0,491,115,18,285,0,73
2017,8,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",127,14,7.91,0.77,1.04,0,4.28,0,0,630,422,29,42,0,137
2017,8,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",984,132,56.41,6.2,34.36,0,35.02,2,1,8732,4148,209,1284,0,3091
2017,8,DL,Delta Air Lines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",34,6,2.06,0,1.44,0,2.5,0,0,247,107,0,38,0,102
2017,8,DL,Delta Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",59,5,2.74,1.43,0.57,0,0.26,0,0,211,163,28,12,0,8
2017,8,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",58,7,3.92,1.28,1.03,0,0.77,0,0,281,204,38,19,0,20
2017,8,DL,Delta Air Lines Inc.,TVC,"Traverse City, MI: Cherry Capital",80,7,2.11,1,0,0,3.89,0,0,535,124,234,0,0,177
2017,8,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",74,13,3.53,0.17,2.15,0,7.16,0,0,690,159,5,37,0,489
2017,8,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",165,21,7.52,0.63,4.89,0,7.97,0,0,911,407,22,125,0,357
2017,8,DL,Delta Air Lines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",37,2,1,0,0,0,1,0,0,89,37,0,0,0,52
2017,8,EV,ExpressJet Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",62,5,1.54,0,2.01,0,1.45,1,0,544,300,0,74,0,170
2017,8,EV,ExpressJet Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",10,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2017,8,EV,ExpressJet Airlines Inc.,ABY,"Albany, GA: Southwest Georgia Regional",22,3,1.93,0,1.07,0,0,0,0,128,92,0,36,0,0
2017,8,EV,ExpressJet Airlines Inc.,AEX,"Alexandria, LA: Alexandria International",84,11,2.61,1.04,2.93,0,4.42,15,1,581,191,37,158,0,195
2017,8,EV,ExpressJet Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",84,10,4.34,0,1.29,0,4.37,0,0,479,194,0,55,0,230
2017,8,EV,ExpressJet Airlines Inc.,ALB,"Albany, NY: Albany International",22,3,2,0,1,0,0,2,0,111,79,0,32,0,0
2017,8,EV,ExpressJet Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",89,13,2.45,1,4.83,0,4.72,18,0,687,228,43,151,0,265
2017,8,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3095,404,97,0,94.24,0,212.77,8,1,27354,10356,0,3450,0,13548
2017,8,EV,ExpressJet Airlines Inc.,ATW,"Appleton, WI: Appleton International",45,12,5.95,0,2.12,0,3.93,0,0,704,336,0,136,0,232
2017,8,EV,ExpressJet Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,8,EV,ExpressJet Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",112,16,8.6,0,2.42,0,4.98,0,0,916,615,0,124,0,177
2017,8,EV,ExpressJet Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",33,4,2,0,0.06,0,1.94,0,0,784,664,0,1,0,119
2017,8,EV,ExpressJet Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",85,14,3.61,2.24,1.46,0,6.68,2,0,698,212,93,69,0,324
2017,8,EV,ExpressJet Airlines Inc.,BDL,"Hartford, CT: Bradley International",43,8,3.42,0,1.47,0,3.11,2,0,384,212,0,52,0,120
2017,8,EV,ExpressJet Airlines Inc.,BGR,"Bangor, ME: Bangor International",62,11,2.34,0,4.1,0,4.57,6,1,621,177,0,151,0,293
2017,8,EV,ExpressJet Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",258,45,8.27,2.67,12.64,0,21.42,31,0,2554,767,118,425,0,1244
2017,8,EV,ExpressJet Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Illinois Regional",82,20,10,0,3.57,0,6.43,0,0,826,567,0,90,0,169
2017,8,EV,ExpressJet Airlines Inc.,BNA,"Nashville, TN: Nashville International",85,13,7.03,0.99,2.89,0,2.09,0,1,1142,605,273,164,0,100
2017,8,EV,ExpressJet Airlines Inc.,BOS,"Boston, MA: Logan International",114,13,5.3,0,3.28,0,4.42,2,1,726,372,0,171,0,183
2017,8,EV,ExpressJet Airlines Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",10,3,1.33,0,0.67,0,1,0,0,84,35,0,12,0,37
2017,8,EV,ExpressJet Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",80,13,3.67,0.04,2.61,0,6.68,14,0,1047,274,10,139,0,624
2017,8,EV,ExpressJet Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",515,115,41.41,0,24.98,0,48.61,14,0,6528,2769,0,1053,0,2706
2017,8,EV,ExpressJet Airlines Inc.,BTV,"Burlington, VT: Burlington International",112,21,6.12,0,5.15,0,9.74,8,0,1580,606,0,216,0,758
2017,8,EV,ExpressJet Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",134,32,12.4,0,7.66,0,11.94,11,0,2287,1226,0,307,0,754
2017,8,EV,ExpressJet Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,EV,ExpressJet Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",194,42,16.91,1.83,12.29,0,10.97,12,0,3170,1113,185,1278,0,594
2017,8,EV,ExpressJet Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",112,24,10.38,1.16,8.67,0,3.79,8,0,1307,532,97,325,0,353
2017,8,EV,ExpressJet Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",207,44,20.02,0,9.28,0,14.7,5,0,4082,2006,0,412,0,1664
2017,8,EV,ExpressJet Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",40,9,2.08,0,1.53,0,5.39,0,0,465,124,0,125,0,216
2017,8,EV,ExpressJet Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",187,45,8.12,2.56,14.76,0,19.55,13,1,3949,739,972,759,0,1479
2017,8,EV,ExpressJet Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",58,12,5,0,3.94,0,3.06,1,0,494,266,0,111,0,117
2017,8,EV,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",737,149,43.63,2.58,34.2,0,68.59,35,1,15363,4804,187,4697,0,5675
2017,8,EV,ExpressJet Airlines Inc.,CLL,"College Station/Bryan, TX: Easterwood Field",99,15,4.26,0,3.19,0,7.56,13,0,553,260,0,78,0,215
2017,8,EV,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",216,77,26.68,0,18.92,0,31.41,10,0,5055,2243,0,835,0,1977
2017,8,EV,ExpressJet Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",174,28,10.05,2.31,7,0,8.64,19,2,1551,630,155,411,0,355
2017,8,EV,ExpressJet Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",40,6,0.78,1.67,1,0,2.54,5,0,444,65,73,106,0,200
2017,8,EV,ExpressJet Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",88,10,2.1,1.35,1.01,0,5.54,21,0,547,59,89,72,0,327
2017,8,EV,ExpressJet Airlines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",103,17,6.09,1.84,6.15,0,2.93,6,0,1003,341,229,264,0,169
2017,8,EV,ExpressJet Airlines Inc.,CSG,"Columbus, GA: Columbus Airport",75,9,4.2,0,1.44,0,3.36,0,0,399,137,0,67,0,195
2017,8,EV,ExpressJet Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",45,8,4.51,0,0.5,0,2.99,4,2,906,566,0,17,0,323
2017,8,EV,ExpressJet Airlines Inc.,CWA,"Mosinee, WI: Central Wisconsin",35,7,2,0,3.68,0,1.32,0,0,258,94,0,120,0,44
2017,8,EV,ExpressJet Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",71,6,1.68,0,0.31,0,4.01,3,0,407,91,0,17,0,299
2017,8,EV,ExpressJet Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",338,85,22.26,0.18,32.96,0,29.6,15,0,5863,1462,8,2079,0,2314
2017,8,EV,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1067,246,69.17,0,57.11,0,119.72,15,1,17083,7624,0,2263,0,7196
2017,8,EV,ExpressJet Airlines Inc.,DHN,"Dothan, AL: Dothan Regional",44,4,1.66,0,1.22,0,1.12,0,0,181,88,0,39,0,54
2017,8,EV,ExpressJet Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",30,3,0.21,0.16,0.63,0,2,5,0,176,9,7,27,0,133
2017,8,EV,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",461,70,22.42,1,5.97,0,40.62,8,0,5642,2159,62,373,0,3048
2017,8,EV,ExpressJet Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",66,6,1.33,0,0.67,0,4,14,1,397,126,0,91,0,180
2017,8,EV,ExpressJet Airlines Inc.,ELP,"El Paso, TX: El Paso International",97,19,3.77,1.79,6.78,0,6.66,13,0,1136,136,200,279,0,521
2017,8,EV,ExpressJet Airlines Inc.,ERI,"Erie, PA: Erie International/Tom Ridge Field",58,14,4.09,0.37,3.49,0,6.05,1,0,1129,166,65,199,0,699
2017,8,EV,ExpressJet Airlines Inc.,EVV,"Evansville, IN: Evansville Regional",85,9,2.52,0.35,2.9,0,3.23,0,1,719,155,106,124,0,334
2017,8,EV,ExpressJet Airlines Inc.,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",50,7,2.75,0,0,0,4.25,0,0,169,83,0,0,0,86
2017,8,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2374,694,57.79,5.16,410.69,0,220.36,165,11,67315,8405,1567,41553,0,15790
2017,8,EV,ExpressJet Airlines Inc.,EYW,"Key West, FL: Key West International",9,1,1,0,0,0,0,0,0,23,23,0,0,0,0
2017,8,EV,ExpressJet Airlines Inc.,FAR,"Fargo, ND: Hector International",36,6,1.94,0,2.21,0,1.85,0,0,404,238,0,54,0,112
2017,8,EV,ExpressJet Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",51,12,7.74,0,0.43,0,3.83,0,0,458,311,0,9,0,138
2017,8,EV,ExpressJet Airlines Inc.,FNT,"Flint, MI: Bishop International",48,8,2.92,1.57,1.18,0,2.32,0,0,398,241,45,24,0,88
2017,8,EV,ExpressJet Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",69,7,0.24,1.29,0.63,0,4.85,1,1,706,57,98,91,0,460
2017,8,EV,ExpressJet Airlines Inc.,FSM,"Fort Smith, AR: Fort Smith Regional",35,2,1.98,0,0,0,0.02,0,0,231,229,0,0,0,2
2017,8,EV,ExpressJet Airlines Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",31,15,3.54,0,3.65,0,7.8,2,0,1080,181,0,241,0,658
2017,8,EV,ExpressJet Airlines Inc.,GNV,"Gainesville, FL: Gainesville Regional",72,14,6.52,0,3.54,0,3.94,0,0,395,179,0,88,0,128
2017,8,EV,ExpressJet Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",94,14,1.92,1.38,4.84,0,5.87,17,0,559,59,92,169,0,239
2017,8,EV,ExpressJet Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",76,9,3.47,0.61,0.98,0,3.94,2,0,624,237,52,74,0,261
2017,8,EV,ExpressJet Airlines Inc.,GRI,"Grand Island, NE: Central Nebraska Regional",59,19,5,0,7.37,0,6.63,1,0,962,390,0,253,0,319
2017,8,EV,ExpressJet Airlines Inc.,GRK,"Killeen, TX: Robert Gray AAF",127,29,12.72,1,6.45,0,8.82,11,1,1248,624,31,202,0,391
2017,8,EV,ExpressJet Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",151,36,15.29,0,7.39,0,13.32,15,0,3021,1577,0,373,0,1071
2017,8,EV,ExpressJet Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",217,47,20.53,0,15.86,0,10.61,13,0,3014,1338,0,673,0,1003
2017,8,EV,ExpressJet Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",189,25,5.82,0,2.15,0,17.03,12,1,1679,419,0,123,0,1137
2017,8,EV,ExpressJet Airlines Inc.,GTR,"Columbus, MS: Golden Triangle Regional",54,14,6.15,0,2.2,0,5.65,0,0,701,354,0,58,0,289
2017,8,EV,ExpressJet Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",14,1,0.13,0.6,0.27,0,0,1,1,82,11,49,22,0,0
2017,8,EV,ExpressJet Airlines Inc.,HOB,"Hobbs, NM: Lea County Regional",55,5,1.62,1.37,1.48,0,0.53,10,0,240,43,107,81,0,9
2017,8,EV,ExpressJet Airlines Inc.,HOU,"Houston, TX: William P Hobby",88,17,9.22,0,5.73,0,2.05,5,0,902,579,0,169,0,154
2017,8,EV,ExpressJet Airlines Inc.,HPN,"White Plains, NY: Westchester County",298,57,38.31,0.3,11.07,0,7.33,3,1,3398,2460,51,411,0,476
2017,8,EV,ExpressJet Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",31,5,1.68,0.54,1.72,0,1.05,6,0,304,46,68,91,0,99
2017,8,EV,ExpressJet Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",151,10,4.58,0.04,2.27,0,3.1,16,0,728,346,5,80,0,297
2017,8,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",3540,453,66.1,14.36,189.52,0,183.02,636,13,38675,9317,2273,13358,0,13727
2017,8,EV,ExpressJet Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",105,12,1.87,1.63,4.59,0,3.9,13,0,1052,498,185,151,0,218
2017,8,EV,ExpressJet Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",21,6,2.6,0,2.4,0,1,0,1,224,103,0,68,0,53
2017,8,EV,ExpressJet Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",149,30,10.21,1,11.84,0,6.94,11,0,2080,734,16,487,0,843
2017,8,EV,ExpressJet Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",224,30,11.66,1.43,6.93,0,9.98,28,0,1487,579,126,319,0,463
2017,8,EV,ExpressJet Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",31,12,1.67,0,4.5,0,5.83,2,0,588,120,0,162,0,306
2017,8,EV,ExpressJet Airlines Inc.,JLN,"Joplin, MO: Joplin Regional",62,15,3.84,0,4.67,0,6.49,1,0,1447,920,0,221,0,306
2017,8,EV,ExpressJet Airlines Inc.,LAN,"Lansing, MI: Capital Region International",54,4,0.08,1,2.32,0,0.6,0,0,270,10,95,94,0,71
2017,8,EV,ExpressJet Airlines Inc.,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",94,22,9.51,0,1.9,0,10.59,5,0,1475,853,0,162,0,460
2017,8,EV,ExpressJet Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",93,9,1.75,1.79,2.71,0,2.75,18,0,662,268,58,128,0,208
2017,8,EV,ExpressJet Airlines Inc.,LCH,"Lake Charles, LA: Lake Charles Regional",82,5,0,0,2.02,0,2.98,16,1,205,0,0,102,0,103
2017,8,EV,ExpressJet Airlines Inc.,LEX,"Lexington, KY: Blue Grass",238,27,10.02,0,6.63,0,10.36,15,0,1495,822,0,149,0,524
2017,8,EV,ExpressJet Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",100,16,4.51,0.96,5.07,0,5.46,9,1,1033,536,77,210,0,210
2017,8,EV,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",1412,427,95.89,0,142.86,0,188.25,96,14,42975,17395,0,9016,0,16564
2017,8,EV,ExpressJet Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",126,14,3.01,1.37,5.86,0,3.76,12,0,727,104,55,241,0,327
2017,8,EV,ExpressJet Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",55,12,2.06,0,3.73,0,6.21,0,0,576,154,0,109,0,313
2017,8,EV,ExpressJet Airlines Inc.,LRD,"Laredo, TX: Laredo International",174,21,5.74,0.71,5.21,0,9.34,19,0,1318,219,78,260,0,761
2017,8,EV,ExpressJet Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",138,16,3.17,1.02,3.56,0,8.24,22,0,1491,376,124,208,0,783
2017,8,EV,ExpressJet Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",69,21,9.82,0.33,4.67,0,6.18,6,1,1998,891,20,275,0,812
2017,8,EV,ExpressJet Airlines Inc.,MCO,"Orlando, FL: Orlando International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,EV,ExpressJet Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,EV,ExpressJet Airlines Inc.,MEM,"Memphis, TN: Memphis International",149,27,10.58,0.99,5.58,0,9.85,15,0,1645,625,69,248,0,703
2017,8,EV,ExpressJet Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",35,6,0.11,0.89,3.96,0,1.04,7,0,221,8,50,135,0,28
2017,8,EV,ExpressJet Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,EV,ExpressJet Airlines Inc.,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",87,13,4.78,0,5.11,0,3.1,0,0,488,233,0,174,0,81
2017,8,EV,ExpressJet Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",17,2,2,0,0,0,0,0,0,205,205,0,0,0,0
2017,8,EV,ExpressJet Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",266,49,15.95,0.94,12.56,0,19.55,22,1,3653,1280,46,614,0,1713
2017,8,EV,ExpressJet Airlines Inc.,MLI,"Moline, IL: Quad City International",99,21,12.78,0,3.54,0,4.67,1,0,1424,1006,0,156,0,262
2017,8,EV,ExpressJet Airlines Inc.,MLU,"Monroe, LA: Monroe Regional",125,12,4.99,0,3.58,0,3.44,11,0,667,327,0,117,0,223
2017,8,EV,ExpressJet Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",257,37,11.41,2,12.05,0,11.55,27,0,1946,776,76,391,0,703
2017,8,EV,ExpressJet Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",120,27,10.55,0,6.24,0,10.21,4,1,2176,1133,0,364,0,679
2017,8,EV,ExpressJet Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",113,23,9.11,0,1.89,0,12,2,0,1979,1056,0,51,0,872
2017,8,EV,ExpressJet Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",7,1,0.36,0,0.64,0,0,2,0,28,10,0,18,0,0
2017,8,EV,ExpressJet Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",31,3,2,0.87,0.13,0,0,6,0,236,121,100,15,0,0
2017,8,EV,ExpressJet Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",10,3,0,0,0,0,3,0,0,267,0,0,0,0,267
2017,8,EV,ExpressJet Airlines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",63,10,4.19,0,1,0,4.81,0,0,539,347,0,25,0,167
2017,8,EV,ExpressJet Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",25,2,1.02,0,0.19,0,0.79,1,0,69,18,0,10,0,41
2017,8,EV,ExpressJet Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",107,25,6.16,0,6.24,0,12.6,10,0,1570,555,0,248,0,767
2017,8,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1987,291,58.99,6.19,134.34,0,91.48,41,23,29341,10054,408,11372,0,7507
2017,8,EV,ExpressJet Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",178,39,12.8,0.56,16.61,0,9.03,11,2,2157,845,27,684,0,601
2017,8,EV,ExpressJet Airlines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",61,7,2.26,0,2.74,0,2,0,0,280,67,0,103,0,110
2017,8,EV,ExpressJet Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,EV,ExpressJet Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",115,47,16.89,0,4.78,0,25.34,10,0,4956,2791,0,327,0,1838
2017,8,EV,ExpressJet Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",94,10,2.32,0,5.45,0,2.24,13,0,674,150,0,333,0,191
2017,8,EV,ExpressJet Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",58,14,3.35,0.1,3.8,0,6.75,3,0,690,160,2,92,0,436
2017,8,EV,ExpressJet Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",225,48,17.14,0.98,12.12,0,17.77,11,0,3571,1429,94,685,0,1363
